artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,uri_count,rank_mean,lowest_rank,highest_rank,rank_median,streams_mean,streams_max,streams_min,streams_median,streams_sum,first_date,last_date
ScHoolboy Q,Floating (feat. 21 Savage),0.906,0.545,11.0,-4.977,0.0,0.344,0.181,0.0,0.091,0.543,139.932,spotify:track:4NN6N5TxBO5k9uqu0W4gfQ,186827.0,4.0,68.0,115.3529411764706,196.0,10.0,115.5,324170.10294117645,921109.0,196834.0,278446.0,22043567.0,2019-04-26,2019-07-03
ScHoolboy Q,CHopstix (feat. Travis Scott),0.958,0.597,9.0,-7.092,0.0,0.111,0.0457,0.0,0.138,0.619,127.931,spotify:track:2EGtBS7Ws3ajiSkJLviFJ4,180453.0,4.0,15.0,86.06666666666666,178.0,21.0,86.0,372548.86666666664,674329.0,248777.0,354612.0,5588233.0,2019-04-26,2019-05-10
Marshmello,Light It Up (with Tyga & Chris Brown),0.81,0.625,11.0,-3.593,0.0,0.071,0.0407,1.53e-06,0.118,0.598,100.019,spotify:track:4Q8aDd3H6LF8t4eY7So9O8,137448.0,4.0,26.0,105.53846153846153,180.0,26.0,102.0,326688.5,631547.0,228396.0,297839.0,8493901.0,2019-04-26,2019-05-23
Lauv,Drugs & The Internet,0.454,0.583,2.0,-6.596,1.0,0.133,0.321,1.06e-05,0.332,0.216,89.134,spotify:track:4VM8y5Tx6UBxzfuLvYrhFf,178550.0,4.0,14.0,129.35714285714286,180.0,33.0,128.5,285301.5714285714,552691.0,194890.0,275682.5,3994222.0,2019-04-26,2019-05-09
ScHoolboy Q,Gang Gang,0.832,0.491,8.0,-5.721,1.0,0.109,0.0157,1.34e-05,0.651,0.0561,129.979,spotify:track:6kqPWdv1pNXp6A2CowGSFA,135493.0,4.0,4.0,119.5,177.0,37.0,132.0,323067.5,540287.0,208788.0,271597.5,1292270.0,2019-04-26,2019-04-29
ScHoolboy Q,Dangerous (feat. Kid Cudi),0.414,0.544,5.0,-9.455,1.0,0.102,0.636,1.71e-05,0.0813,0.0569,171.867,spotify:track:0IH3D0P8OrQFs6ajcqbm0R,150613.0,4.0,6.0,121.33333333333333,184.0,49.0,127.5,306300.6666666667,506453.0,215416.0,260794.5,1837804.0,2019-04-26,2019-05-01
DJ Snake,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",0.785,0.726,2.0,-4.209,1.0,0.0387,0.0739,4.01e-06,0.316,0.181,119.963,spotify:track:5w8wL9IpVlOerzOzOvkjvG,248053.0,4.0,14.0,114.71428571428571,172.0,52.0,116.5,300578.0714285714,492872.0,228799.0,284712.0,4208093.0,2019-04-26,2019-05-09
ScHoolboy Q,5200,0.867,0.545,4.0,-5.185,1.0,0.413,0.209,0.0,0.139,0.32,127.99,spotify:track:1e3GEwsaXtBNtPfooQimDn,211800.0,4.0,5.0,122.0,182.0,54.0,144.0,305739.2,488794.0,216721.0,249726.0,1528696.0,2019-04-26,2019-04-30
ScHoolboy Q,Tales,0.773,0.82,2.0,-4.454,1.0,0.245,0.348,1.65e-06,0.128,0.717,140.021,spotify:track:6kmSmIbfnGTaGCgwFW7umS,173280.0,4.0,4.0,145.25,200.0,60.0,160.5,286496.75,473205.0,185784.0,243499.0,1145987.0,2019-04-26,2019-04-29
ScHoolboy Q,Drunk (feat. 6LACK),0.89,0.617,0.0,-8.029,0.0,0.214,0.28,0.0,0.0906,0.383,80.358,spotify:track:06Y14QBRyzmPRqrswAfF4J,212253.0,4.0,4.0,136.75,185.0,62.0,150.0,290504.5,456264.0,197034.0,254360.0,1162018.0,2019-04-26,2019-04-29
ScHoolboy Q,Lies (feat. Ty Dolla $ign & YG),0.781,0.501,8.0,-5.854,1.0,0.3,0.0844,0.0,0.0891,0.22,93.987,spotify:track:7gPHxxAq4YjK7GoLT3Vch3,171000.0,4.0,4.0,125.75,172.0,63.0,134.0,296864.0,442117.0,213161.0,266089.0,1187456.0,2019-04-26,2019-04-29
Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),0.661,0.723,5.0,-6.976,0.0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,spotify:track:7Feaw9WAEREY0DUOSXJLOM,163805.0,4.0,114.0,64.36842105263158,177.0,27.0,53.5,413718.01754385966,612884.0,231547.0,422139.5,47163854.0,2019-04-26,2019-08-21
ScHoolboy Q,Die Wit Em,0.913,0.55,11.0,-7.013,1.0,0.149,0.00564,0.000644,0.118,0.156,132.019,spotify:track:4HWQFfYzolhGISAqveJYo9,189120.0,4.0,2.0,106.5,137.0,76.0,106.5,335346.0,395249.0,275443.0,335346.0,670692.0,2019-04-26,2019-04-27
ScHoolboy Q,Water (feat. Lil Baby),0.89,0.498,10.0,-7.4,0.0,0.427,0.0431,0.0,0.111,0.244,130.995,spotify:track:0wE6AaKnovGUAnwmSxHFrr,162093.0,4.0,4.0,149.0,195.0,77.0,162.0,266475.75,393259.0,188702.0,241971.0,1065903.0,2019-04-26,2019-04-29
ScHoolboy Q,Black Folk,0.734,0.902,2.0,-6.076,0.0,0.396,0.831,0.00106,0.226,0.4,155.097,spotify:track:1iWAx1WGCY6j2zAMdACQ6E,147040.0,4.0,2.0,116.5,154.0,79.0,116.5,322991.0,388519.0,257463.0,322991.0,645982.0,2019-04-26,2019-04-27
The Chainsmokers,Do You Mean (feat. Ty Dolla $ign & bülow),0.62,0.889,11.0,-3.785,1.0,0.0352,0.0163,1.86e-05,0.395,0.422,110.018,spotify:track:4sqABRRGU7CzcHXCyxUzFw,205093.0,4.0,27.0,133.25925925925927,200.0,83.0,131.0,277432.85185185185,374747.0,210294.0,275753.0,7490687.0,2019-04-26,2019-06-06
ScHoolboy Q,Attention,0.739,0.798,11.0,-7.971,1.0,0.414,0.154,0.0096,0.126,0.668,154.148,spotify:track:1yYnT37zbmhaH6q3dVud0w,201040.0,4.0,2.0,136.0,167.0,105.0,136.0,286979.0,335013.0,238945.0,286979.0,573958.0,2019-04-26,2019-04-27
P!nk,Hurts 2B Human (feat. Khalid),0.463,0.62,7.0,-5.647,1.0,0.167,0.131,0.0,0.0619,0.158,83.031,spotify:track:7c5h27Ju8JE5xWKTQ88KhL,202640.0,1.0,3.0,169.33333333333334,196.0,123.0,189.0,247028.33333333334,317255.0,208493.0,215337.0,741085.0,2019-04-26,2019-05-02
Alessia Cara,Out Of Love,0.492,0.267,7.0,-9.25,1.0,0.0336,0.8,0.0,0.249,0.137,117.679,spotify:track:4WzhjxvLP95y7AMDy0Atwb,227693.0,3.0,21.0,109.28571428571429,157.0,78.0,108.0,296823.85714285716,342827.0,250252.0,296380.0,6233301.0,2019-04-26,2019-05-16
Kevin Abstract,Peach,0.646,0.681,7.0,-5.847,1.0,0.0764,0.683,4.84e-06,0.107,0.421,131.896,spotify:track:5JRMqkR82k2fdDEAim9SCN,176732.0,4.0,1.0,192.0,192.0,192.0,192.0,235080.0,235080.0,235080.0,235080.0,235080.0,2019-04-26,2019-04-26
Blake Shelton,God's Country,0.538,0.752,10.0,-5.106,1.0,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,spotify:track:1dyxS3YzBbL0t8rEVwVQ1K,205107.0,4.0,120.0,116.2,199.0,59.0,113.0,287272.05,388109.0,199071.0,281105.0,34472646.0,2019-04-27,2019-09-02
Tame Impala,The Less I Know The Better,0.64,0.74,4.0,-4.083,1.0,0.0284,0.0115,0.00678,0.167,0.785,116.879,spotify:track:6K4t31amVTZDgR3sKmwUJJ,216320.0,4.0,220.0,166.75,200.0,103.0,168.0,240752.57727272727,323134.0,187417.0,241284.0,52965567.0,2019-04-28,2020-04-12
Logic,Homicide,0.694,0.759,10.0,-5.667,0.0,0.398,0.137,0.0,0.167,0.77,140.055,spotify:track:7M2tXmeS15NAzEn7ABFeBg,245387.0,4.0,120.0,86.41666666666667,200.0,1.0,85.0,511279.13333333336,2720770.0,194829.0,329037.5,61353496.0,2019-05-03,2019-09-05
Shawn Mendes,If I Can't Have You,0.679,0.769,2.0,-5.665,1.0,0.061,0.489,0.0,0.21,0.823,123.856,spotify:track:4dO6ZEERJG82zlwrIj99Zs,189440.0,4.0,209.0,70.16746411483254,198.0,3.0,42.0,512882.3971291866,1474486.0,201553.0,448425.0,107192421.0,2019-05-03,2019-12-05
YG,Go Loko,0.88,0.67,2.0,-5.177,1.0,0.0468,0.325,4.17e-06,0.0662,0.131,101.008,spotify:track:1kK6DwzyXJSp58u5HYWwuD,299227.0,4.0,182.0,68.64835164835165,195.0,14.0,50.5,453407.7417582418,794733.0,191689.0,419461.5,82520209.0,2019-05-03,2019-11-10
PnB Rock,MIDDLE CHILD,0.75,0.567,0.0,-6.4,1.0,0.48,0.137,0.0,0.109,0.398,151.895,spotify:track:4AEzAEnbm9uRgbmTdeI63K,151574.0,4.0,28.0,126.39285714285714,185.0,46.0,137.0,293167.25,456526.0,205869.0,275387.5,8208683.0,2019-05-03,2019-05-30
Vampire Weekend,Sympathy,0.708,0.777,11.0,-5.507,0.0,0.0568,0.0199,0.0023,0.193,0.661,119.968,spotify:track:2YegRTu9IjiUg4VWfnXyM3,226733.0,4.0,1.0,111.0,111.0,111.0,111.0,315959.0,315959.0,315959.0,315959.0,315959.0,2019-05-03,2019-05-03
Vampire Weekend,Hold You Now (feat. Danielle Haim),0.284,0.457,0.0,-9.239,1.0,0.0382,0.0817,0.0,0.413,0.293,86.88,spotify:track:15E2P2ToSLNnZvcOEQra6a,153787.0,4.0,1.0,117.0,117.0,117.0,117.0,308341.0,308341.0,308341.0,308341.0,308341.0,2019-05-03,2019-05-03
Joyner Lucas,Devil's Work,0.575,0.746,2.0,-5.204,1.0,0.324,0.142,0.0,0.106,0.235,96.113,spotify:track:3FpmWMmuQfQLpyVD7t5CCE,285048.0,4.0,3.0,162.33333333333334,188.0,129.0,170.0,246628.66666666666,301796.0,208068.0,230022.0,739886.0,2019-05-03,2019-05-06
KYLE,Hey Julie! (feat. Lil Yachty),0.803,0.499,11.0,-5.932,1.0,0.306,0.0363,3.46e-06,0.129,0.749,161.042,spotify:track:3fVIFpU3VdSEoR82DaYe79,156637.0,4.0,28.0,124.0,159.0,88.0,132.5,282962.28571428574,324190.0,231536.0,281524.5,7922944.0,2019-05-03,2019-05-30
Chelsea Cutler,please,0.718,0.166,6.0,-15.82,0.0,0.0344,0.887,0.0216,0.131,0.237,97.947,spotify:track:0TzeZppPwhEhySYaNRulr9,219067.0,4.0,1.0,150.0,150.0,150.0,150.0,277738.0,277738.0,277738.0,277738.0,277738.0,2019-05-03,2019-05-03
PnB Rock,Fuck Up the City (feat. Quavo & Mally Mall),0.829,0.763,10.0,-3.738,0.0,0.0684,0.0816,0.0,0.101,0.374,131.06,spotify:track:2onuiR30fndsiwnY4FR8wi,216057.0,4.0,1.0,152.0,152.0,152.0,152.0,275125.0,275125.0,275125.0,275125.0,275125.0,2019-05-03,2019-05-03
Vampire Weekend,Bambina,0.511,0.538,2.0,-6.185,1.0,0.124,0.266,0.000187,0.203,0.425,148.648,spotify:track:528bxUV84T4T8HHBFSpcaV,102680.0,4.0,1.0,155.0,155.0,155.0,155.0,273187.0,273187.0,273187.0,273187.0,273187.0,2019-05-03,2019-05-03
Bastille,Joy,0.555,0.923,6.0,-4.748,0.0,0.161,0.197,0.0,0.0778,0.363,118.007,spotify:track:6Tt1P5CLUrl59oSOTVxON0,192681.0,4.0,1.0,156.0,156.0,156.0,156.0,272384.0,272384.0,272384.0,272384.0,272384.0,2019-05-03,2019-05-03
Vampire Weekend,Unbearably White,0.531,0.422,10.0,-7.081,1.0,0.0571,0.219,0.0198,0.0608,0.579,188.056,spotify:track:2FjoCQaBoiEKs3FCvD0HkR,280200.0,4.0,1.0,181.0,181.0,181.0,181.0,248257.0,248257.0,248257.0,248257.0,248257.0,2019-05-03,2019-05-03
Vampire Weekend,How Long?,0.864,0.39,11.0,-7.438,0.0,0.0392,0.502,4.81e-05,0.127,0.811,103.948,spotify:track:5jd6XPyXSY4jQVG3SlXP1b,212253.0,4.0,1.0,186.0,186.0,186.0,186.0,243796.0,243796.0,243796.0,243796.0,243796.0,2019-05-03,2019-05-03
Vampire Weekend,Big Blue,0.691,0.306,7.0,-9.65,1.0,0.0631,0.818,0.00798,0.0992,0.413,149.965,spotify:track:3VORkvig6GJheAu4x3I3oC,108573.0,5.0,1.0,192.0,192.0,192.0,192.0,233898.0,233898.0,233898.0,233898.0,233898.0,2019-05-03,2019-05-03
MAX,Love Me Less (feat. Quinn XCII),0.732,0.856,11.0,-2.2,0.0,0.0929,0.0828,0.0,0.323,0.771,145.034,spotify:track:2tOOcDDYkh0PSjr6GwPEAJ,177670.0,4.0,105.0,141.03809523809525,200.0,61.0,155.0,267354.8476190476,411802.0,191873.0,248101.0,28072259.0,2019-05-06,2019-09-05
MEDUZA,Piece Of Your Heart,0.677,0.744,10.0,-6.806,0.0,0.0295,0.0404,0.00016,0.074,0.631,124.08,spotify:track:1DFD5Fotzgn6yYXkYsKiGs,152913.0,4.0,8.0,187.0,199.0,178.0,185.0,220972.25,229379.0,210457.0,222036.5,1767778.0,2019-05-06,2019-05-30
Jonas Blue,What I Like About You (feat. Theresa Rex),0.46,0.8,1.0,-3.584,1.0,0.05,0.289,6.16e-06,0.121,0.553,102.46,spotify:track:4NSW0Km5ZG60L8FthUebPJ,220396.0,4.0,9.0,183.55555555555554,198.0,161.0,190.0,220666.77777777778,246374.0,204280.0,216657.0,1986001.0,2019-05-06,2019-05-30
Luke Combs,Beer Never Broke My Heart,0.538,0.863,1.0,-4.483,1.0,0.0481,0.0139,0.0,0.0874,0.637,77.001,spotify:track:7aEtlGHoiPAfRB084NiDmx,186733.0,4.0,196.0,121.99489795918367,199.0,32.0,120.5,286264.8775510204,569096.0,203812.0,276274.5,56107916.0,2019-05-08,2020-04-11
Jhené Aiko,Triggered (freestyle),0.485,0.389,0.0,-10.765,1.0,0.298,0.799,0.0,0.146,0.391,93.175,spotify:track:3zPgAKn5tbmCuCKrR3r7qE,209933.0,4.0,16.0,125.5625,193.0,62.0,124.5,308765.3125,505420.0,226209.0,276237.5,4940245.0,2019-05-08,2020-03-10
Ed Sheeran,I Don't Care (with Justin Bieber),0.798,0.675,6.0,-5.041,1.0,0.0442,0.0912,0.0,0.0894,0.842,101.956,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,219947.0,4.0,322.0,80.8416149068323,193.0,1.0,68.5,523652.6770186335,3107778.0,199974.0,353951.5,168616162.0,2019-05-10,2020-04-02
Logic,Icy (feat. Gucci Mane),0.827,0.522,7.0,-4.866,1.0,0.0845,0.163,1.19e-06,0.109,0.477,151.99,spotify:track:2FzgbCcszptrQpdJOr2Soi,265267.0,4.0,7.0,58.142857142857146,129.0,13.0,41.0,469715.14285714284,859325.0,277848.0,429754.0,3288006.0,2019-05-10,2019-05-16
Logic,COMMANDO (feat. G-Eazy),0.845,0.486,8.0,-6.473,1.0,0.313,0.135,0.0,0.104,0.142,77.028,spotify:track:4p28KkjAQ16J3yF8PQHJVg,211933.0,4.0,7.0,76.57142857142857,157.0,19.0,52.0,417929.14285714284,777802.0,251487.0,379258.0,2925504.0,2019-05-10,2019-05-16
Logic,Mama/Show Love (feat. YBN Cordae),0.574,0.823,0.0,-4.322,0.0,0.124,0.116,0.0,0.0898,0.256,154.053,spotify:track:760VYgBLbNyEJp4jLa0CZ6,241307.0,4.0,7.0,106.57142857142857,189.0,28.0,88.0,341827.4285714286,650877.0,222104.0,284658.0,2392792.0,2019-05-10,2019-05-16
Logic,clickbait,0.848,0.708,0.0,-5.625,1.0,0.0925,0.0466,3.79e-05,0.13,0.765,156.007,spotify:track:2i3D8AJiOYTVCkIu1cOpsH,157000.0,4.0,5.0,121.6,195.0,35.0,137.0,320522.2,574193.0,217028.0,246857.0,1602611.0,2019-05-10,2019-05-14
Avicii,Tough Love,0.402,0.754,8.0,-4.837,1.0,0.0432,0.143,0.0,0.358,0.621,108.17,spotify:track:1yfyIdEw5U2bD5I6gxQCxW,191248.0,4.0,8.0,99.0,173.0,36.0,93.5,337950.375,573453.0,270265.0,302298.0,2703603.0,2019-05-10,2019-06-07
Logic,Wannabe,0.917,0.828,2.0,-7.551,1.0,0.0946,0.0959,0.0,0.0789,0.706,134.012,spotify:track:3ur6bQ6Jb17tskma4euqZd,78800.0,4.0,4.0,122.25,176.0,42.0,135.5,320701.75,554262.0,204740.0,261902.5,1282807.0,2019-05-10,2019-05-13
Logic,Still Ballin (feat. Wiz Khalifa),0.79,0.677,7.0,-5.27,1.0,0.104,0.0151,1.06e-05,0.169,0.75,160.001,spotify:track:199Dz9IgqKekyiRy3LBnHn,239987.0,4.0,5.0,106.2,164.0,43.0,125.0,331747.4,546521.0,240099.0,268623.0,1658737.0,2019-05-10,2019-05-14
Logic,Out Of Sight,0.737,0.918,1.0,-6.159,0.0,0.132,0.0611,2.9e-05,0.107,0.664,174.022,spotify:track:15qVraQOI2EjZPPM05YGBS,137947.0,4.0,4.0,124.75,174.0,48.0,138.5,309757.0,514278.0,204387.0,260181.5,1239028.0,2019-05-10,2019-05-13
Logic,Pardon My Ego,0.876,0.954,1.0,-4.962,1.0,0.0683,0.0631,0.00538,0.0637,0.506,95.489,spotify:track:6H35Djes2GNU7shF0c822Y,173547.0,4.0,4.0,141.25,194.0,52.0,159.5,294586.25,496687.0,189928.0,245865.0,1178345.0,2019-05-10,2019-05-13
Logic,Cocaine,0.816,0.808,4.0,-4.836,0.0,0.268,0.124,0.0,0.142,0.711,176.022,spotify:track:6P9RfMi5rmtu6CmBVZSCAP,174560.0,4.0,2.0,101.0,137.0,65.0,101.0,362219.5,451090.0,273349.0,362219.5,724439.0,2019-05-10,2019-05-11
Mustard,"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",0.871,0.493,9.0,-6.775,1.0,0.338,0.0104,0.0,0.0917,0.157,93.016,spotify:track:5duCElafuovM4ZSmkQL4hn,179388.0,4.0,10.0,122.1,196.0,66.0,116.5,294959.3,449702.0,199961.0,285649.0,2949593.0,2019-05-10,2019-05-19
Logic,Limitless,0.838,0.776,0.0,-3.125,1.0,0.0933,0.0435,0.000121,0.0924,0.715,155.059,spotify:track:20EmzsRBgZSEVbZWp0fqtx,244680.0,4.0,4.0,138.5,185.0,68.0,150.5,283487.75,433809.0,195531.0,252305.5,1133951.0,2019-05-10,2019-05-13
Logic,Don't Be Afraid To Be Different (feat. Will Smith),0.866,0.79,1.0,-4.921,1.0,0.0947,0.0294,4.94e-05,0.163,0.437,111.005,spotify:track:4jdLb7N6U6tmyynmu6PPRM,167933.0,4.0,2.0,133.5,190.0,77.0,133.5,305975.0,389264.0,222686.0,305975.0,611950.0,2019-05-10,2019-05-11
Logic,Lost In Translation,0.573,0.801,2.0,-4.173,1.0,0.366,0.567,5.67e-06,0.0996,0.367,93.04,spotify:track:4Tk9QvtwwOj2Ah9E8ahutZ,289773.0,4.0,2.0,123.0,162.0,84.0,123.0,308609.0,377141.0,240077.0,308609.0,617218.0,2019-05-10,2019-05-11
Logic,BOBBY (feat. My Dad),0.853,0.864,0.0,-2.669,1.0,0.283,0.252,0.0,0.0541,0.869,111.565,spotify:track:2K2b3pVT5LLDxzz1Vy4bHb,167827.0,4.0,2.0,141.0,195.0,87.0,141.0,295801.0,372567.0,219035.0,295801.0,591602.0,2019-05-10,2019-05-11
David Guetta,Stay (Don't Go Away) [feat. Raye],0.744,0.855,9.0,-4.348,0.0,0.066,0.0365,4.02e-05,0.24,0.716,127.957,spotify:track:1EZVqwQszbqhILz8faJ28o,159844.0,4.0,2.0,145.5,198.0,93.0,145.5,290922.5,364445.0,217400.0,290922.5,581845.0,2019-05-10,2019-05-11
Russ,CIVIL WAR - Bonus,0.923,0.597,7.0,-6.827,1.0,0.262,0.102,0.0,0.109,0.496,101.044,spotify:track:0IUgswE9wJaY4QIQZEDTKe,144507.0,4.0,37.0,153.48648648648648,184.0,94.0,157.0,250160.02702702704,363260.0,204840.0,244014.0,9255921.0,2019-05-10,2019-07-03
blink-182,Blame It On My Youth,0.439,0.941,8.0,-3.034,1.0,0.211,0.0497,0.0,0.21,0.607,170.149,spotify:track:5vGtrfeMjb03aDHGDaIakG,185987.0,4.0,1.0,132.0,132.0,132.0,132.0,297236.0,297236.0,297236.0,297236.0,297236.0,2019-05-10,2019-05-10
Lunay,Soltera - Remix,0.795,0.783,5.0,-4.271,1.0,0.0432,0.361,0.0,0.437,0.8,92.016,spotify:track:1c0hsvHLELX6y8qymnpLKL,266087.0,4.0,160.0,106.94375,200.0,52.0,98.0,305696.5375,468807.0,191865.0,299743.5,48911446.0,2019-05-10,2019-10-26
Denzel Curry,RICKY,0.776,0.562,9.0,-6.901,1.0,0.363,0.0399,0.0,0.138,0.521,169.03,spotify:track:2QbGvQssb0VLLS4x5NOmyJ,147867.0,4.0,3.0,146.0,166.0,108.0,164.0,278017.3333333333,329116.0,243232.0,261704.0,834052.0,2019-05-10,2019-06-01
A$AP Ferg,Pups (feat. A$AP Rocky),0.52,0.742,1.0,-5.488,0.0,0.359,0.00766,0.0,0.414,0.438,117.864,spotify:track:7vYGVlZg0PqUsClnOqhK5q,148733.0,5.0,1.0,171.0,171.0,171.0,171.0,252693.0,252693.0,252693.0,252693.0,252693.0,2019-05-10,2019-05-10
DaBaby,Baby Sitter (feat. Offset),0.852,0.73,1.0,-5.803,1.0,0.0579,0.0219,0.0,0.336,0.394,92.506,spotify:track:7f1zjZG77S891Uv4O68yfk,157693.0,4.0,182.0,108.03846153846153,200.0,55.0,96.5,302723.4285714286,414755.0,191775.0,310782.5,55095664.0,2019-05-11,2019-11-16
ILLENIUM,Good Things Fall Apart (with Jon Bellion),0.643,0.594,2.0,-5.453,1.0,0.0318,0.0128,0.0,0.118,0.442,144.033,spotify:track:6pooRNiLyYpxZeIA5kJ5EX,216668.0,4.0,45.0,137.2,200.0,83.0,137.0,261309.4,329277.0,208516.0,259662.0,11758923.0,2019-05-14,2019-09-26
"Tyler, The Creator",EARFQUAKE,0.554,0.498,9.0,-8.866,1.0,0.0685,0.23,5.98e-06,0.795,0.413,79.635,spotify:track:5hVghJ4KaYES3BFUATCYn0,190067.0,4.0,331.0,75.7129909365559,185.0,1.0,81.0,476191.752265861,2210014.0,239345.0,347930.0,157619470.0,2019-05-17,2020-04-12
"Tyler, The Creator",I THINK,0.826,0.579,8.0,-8.241,0.0,0.0801,0.00881,0.0,0.129,0.431,121.075,spotify:track:4f8Mh5wuWHOsfXtzjrJB3t,212013.0,4.0,35.0,79.82857142857142,190.0,2.0,70.0,487543.1142857143,1791385.0,207743.0,366900.0,17064009.0,2019-05-17,2019-06-20
"Tyler, The Creator",IGOR'S THEME,0.467,0.672,10.0,-7.371,0.0,0.377,0.00559,0.243,0.607,0.0648,163.1,spotify:track:51RN0kzWd7xeR4th5HsEtW,200693.0,4.0,17.0,86.17647058823529,199.0,3.0,84.0,504139.5882352941,1736779.0,196707.0,353571.0,8570373.0,2019-05-17,2019-06-04
"Tyler, The Creator",RUNNING OUT OF TIME,0.36,0.391,6.0,-10.6,1.0,0.0528,0.296,0.000406,0.129,0.162,84.281,spotify:track:5QvBXUm5MglLJ3iBfTX2Wo,177227.0,4.0,27.0,94.85185185185185,200.0,4.0,82.0,451727.77777777775,1619002.0,200718.0,328796.0,12196650.0,2019-05-17,2019-06-12
"Tyler, The Creator",NEW MAGIC WAND,0.621,0.73,5.0,-5.414,0.0,0.107,0.0967,0.000131,0.673,0.464,139.566,spotify:track:0fv2KH6hac06J86hBUTcSf,195320.0,4.0,21.0,80.47619047619048,165.0,5.0,73.0,483810.90476190473,1537094.0,233365.0,341624.0,10160029.0,2019-05-17,2019-06-06
"Tyler, The Creator",A BOY IS A GUN*,0.417,0.689,2.0,-8.302,0.0,0.178,0.575,0.0,0.496,0.505,79.568,spotify:track:1nXZnTALNXiPlvXotqHm66,210253.0,4.0,21.0,93.52380952380952,200.0,7.0,90.0,457039.04761904763,1489364.0,211275.0,321314.0,9597820.0,2019-05-17,2019-06-06
"Tyler, The Creator",WHAT'S GOOD,0.458,0.909,1.0,-6.553,1.0,0.487,0.0567,4.26e-06,0.11,0.449,118.227,spotify:track:6bOkaEXc5CopinGazSLokx,205627.0,4.0,14.0,75.28571428571429,163.0,8.0,55.0,517614.4285714286,1473630.0,241738.0,468903.0,7246602.0,2019-05-17,2019-05-30
"Tyler, The Creator",PUPPET,0.508,0.557,8.0,-8.967,0.0,0.0478,0.00235,0.0134,0.588,0.199,77.572,spotify:track:0wEC0GNF74lAqrEFZJMl1m,179013.0,4.0,14.0,76.0,158.0,11.0,58.5,501777.21428571426,1381337.0,245252.0,454976.5,7024881.0,2019-05-17,2019-05-30
"Tyler, The Creator","GONE, GONE / THANK YOU",0.518,0.492,10.0,-8.436,0.0,0.193,0.216,0.0012,0.146,0.471,78.848,spotify:track:1hz7SRTGUNAtIQ46qiNv2p,375387.0,4.0,15.0,83.26666666666667,193.0,12.0,72.0,464603.6,1213023.0,213651.0,416987.0,6969054.0,2019-05-17,2019-06-03
Halsey,Nightmare,0.611,0.622,9.0,-5.075,0.0,0.0734,0.0188,0.0,0.359,0.538,146.11,spotify:track:340UVheS8z3ncW9TTUhAbc,231999.0,4.0,68.0,103.25,200.0,10.0,90.0,401558.89705882355,1055230.0,188396.0,299581.5,27306005.0,2019-05-17,2019-07-25
"Tyler, The Creator",ARE WE STILL FRIENDS?,0.216,0.497,10.0,-8.025,1.0,0.0371,0.128,2.39e-06,0.111,0.313,187.308,spotify:track:5TxRUOsGeWeRl3xOML59Ai,265480.0,3.0,13.0,102.23076923076923,199.0,19.0,71.0,408056.1538461539,1047403.0,201110.0,383370.0,5304730.0,2019-05-17,2019-05-29
"Tyler, The Creator",I DON'T LOVE YOU ANYMORE,0.638,0.522,8.0,-9.814,1.0,0.0932,0.352,0.0663,0.165,0.584,142.952,spotify:track:5A0M6B0RBSXSNWv0wcppZ9,161200.0,4.0,12.0,101.41666666666667,196.0,20.0,75.5,414001.4166666667,1043748.0,198345.0,372635.5,4968017.0,2019-05-17,2019-05-29
DJ Khaled,Higher (feat. Nipsey Hussle & John Legend),0.351,0.956,7.0,-1.996,1.0,0.245,0.0949,0.0,0.226,0.446,83.655,spotify:track:6O10oTtZIZ4DkkUqyfCbrR,176875.0,4.0,9.0,78.0,189.0,22.0,65.0,469932.77777777775,917469.0,226711.0,417651.0,4229395.0,2019-05-17,2019-05-25
DJ Khaled,Celebrate (feat. Travis Scott & Post Malone),0.362,0.714,9.0,-3.07,0.0,0.0835,0.269,0.0,0.21,0.309,67.4,spotify:track:0b6UoVjUzFyZNpHI0aAhKt,206499.0,4.0,14.0,83.0,174.0,26.0,64.5,435724.9285714286,805870.0,230484.0,438505.0,6100149.0,2019-05-17,2019-05-30
DJ Khaled,Just Us (feat. SZA),0.639,0.859,9.0,-2.758,0.0,0.147,0.135,0.0,0.129,0.566,93.132,spotify:track:0BnTBAGmr9FtYwkZrwKhwS,221379.0,4.0,35.0,88.8,198.0,31.0,86.0,378734.54285714286,756740.0,203634.0,334712.0,13255709.0,2019-05-17,2019-06-20
DJ Khaled,Wish Wish (feat. Cardi B & 21 Savage),0.861,0.666,8.0,-5.18,0.0,0.343,0.00218,0.0,0.272,0.853,145.041,spotify:track:1Hd2XLitkt1PYCWSbfF5qV,202625.0,4.0,42.0,111.64285714285714,188.0,32.0,130.5,337022.3333333333,730302.0,198710.0,284628.0,14154938.0,2019-05-17,2019-06-27
